 TIME                    	Hours                    	Tout                     	Qdotout                  	Pel                      	Tm                       	Tcell                    	Eta_PV                   	Eta_PV_net               	
 HOURS              	NAV                 	øC                  	NAV                 	NAV                 	NAV                 	øC                  	                    	NAV                 	
  +6.9000000000000000E+01	  +6.9000000000000000E+01	  +3.0136185959604180E+01	  +2.8248671531673970E+01	  +2.1842894580930658E+02	  +3.0068092979802088E+01	  +3.0238883013246308E+01	  +1.6507628915455455E-01	  +1.6759939982891900E-01	
  +7.0000000000000000E+01	  +7.0000000000000000E+01	  +3.9186708317909414E+01	  -1.6869881193034792E+02	  +2.0971398543708068E+02	  +3.9593354158954710E+01	  +3.8573409709557204E+01	  +1.5849001317796302E-01	  +1.6091245583206873E-01	
  +7.1000000000000000E+01	  +7.1000000000000000E+01	  +2.2772995192013132E+00	  +4.7237385031564060E+02	  +1.8410848667705807E+02	  +1.1386497596006566E+00	  +3.9945980686432239E+00	  +1.8551842672013105E-01	  +1.8835398551015001E-01	
  +7.2000000000000000E+01	  +7.2000000000000000E+01	  +1.1327827230355700E+01	  +2.7542747718010116E+02	  +1.7758271137031664E+02	  +1.0663913615177851E+01	  +1.2329134154356213E+01	  +1.7894267570567979E-01	  +1.8167772734436261E-01	
  +7.3000000000000000E+01	  +7.3000000000000000E+01	  +2.0378354949892078E+01	  +7.8481105783214602E+01	  +1.7105693605206321E+02	  +2.0189177474946039E+01	  +2.0663670254772004E+01	  +1.7236692467962836E-01	  +1.7500146916679774E-01	
  +7.4000000000000000E+01	  +7.4000000000000000E+01	  +2.9428877614419129E+01	  -1.1846631416007476E+02	  +1.6453116767646463E+02	  +2.9714438807209564E+01	  +2.8998197488224832E+01	  +1.6579118064940007E-01	  +1.6832521809198375E-01	
  +7.5000000000000000E+01	  +7.5000000000000000E+01	  +3.8479404327053750E+01	  -3.1541289441576788E+02	  +1.5800539374111102E+02	  +3.9239702163526871E+01	  +3.7332731822440003E+01	  +1.5921543101683897E-01	  +1.6164896132920803E-01	
  +7.6000000000000000E+01	  +7.6000000000000000E+01	  +1.5699960894351974E+00	  +3.2565988421545143E+02	  +1.2227845337224983E+02	  +7.8499804471759871E-01	  +2.7539211657300018E+00	  +1.8482232976458557E-01	  +1.8764724905153787E-01	
  +7.7000000000000000E+01	  +7.7000000000000000E+01	  +1.0620522703079708E+01	  +1.2871328342651742E+02	  +1.1796701017458986E+02	  +1.0310261351539854E+01	  +1.1088455326307191E+01	  +1.7830563811153241E-01	  +1.8103095294072638E-01	
  +7.8000000000000000E+01	  +7.8000000000000000E+01	  +1.9671045543762030E+01	  -6.8234099977378150E+01	  +1.1365557040048030E+02	  +1.9835522771881017E+01	  +1.9422982868752975E+01	  +1.7178895163313224E-01	  +1.7441466208365994E-01	
  +7.9000000000000000E+01	  +7.9000000000000000E+01	  +2.8721572999452508E+01	  -2.6518052610307944E+02	  +1.0934412643875575E+02	  +2.9360786499726252E+01	  +2.7757518506358178E+01	  +1.6527225882520519E-01	  +1.6779836480032290E-01	
  +8.0000000000000000E+01	  +8.0000000000000000E+01	  +3.7772100666953435E+01	  -4.6212690829353369E+02	  +1.0503268228483640E+02	  +3.8886050333476717E+01	  +3.6092054515498887E+01	  +1.5875556572677810E-01	  +1.6118206722204564E-01	
  +8.1000000000000000E+01	  +8.1000000000000000E+01	  +8.6269085316320693E-01	  +1.7894554339681696E+02	  +5.9204457550943211E+01	  +4.3134542658160346E-01	  +1.5132410940351522E+00	  +1.7897357179849821E-01	  +1.8170909566830518E-01	
  +8.2000000000000000E+01	  +8.2000000000000000E+01	  +9.9132136392570835E+00	  -1.8001851330206861E+01	  +5.7127855536536607E+01	  +9.9566068196285418E+00	  +9.8477685407276532E+00	  +1.7269605664007437E-01	  +1.7533563174836098E-01	
  +8.3000000000000000E+01	  +8.3000000000000000E+01	  +1.8963741671852766E+01	  -2.1494815779008013E+02	  +5.5051251229177538E+01	  +1.9481870835926383E+01	  +1.8182305190278981E+01	  +1.6641853455011346E-01	  +1.6896216079093451E-01	
  +8.4000000000000000E+01	  +8.4000000000000000E+01	  +2.8014269125369243E+01	  -4.1189458436672845E+02	  +5.2974647174901584E+01	  +2.9007134562684620E+01	  +2.6516840824070783E+01	  +1.6014101322521640E-01	  +1.6258869061026551E-01	
  +8.5000000000000000E+01	  +8.5000000000000000E+01	  +3.7064795663236836E+01	  -6.0884120087385577E+02	  +5.0898043520804549E+01	  +3.8532397831618418E+01	  +3.4851374851728117E+01	  +1.5386349311005001E-01	  +1.5621522165781740E-01	
  +8.6000000000000000E+01	  +8.6000000000000000E+01	  +1.5538658818129050E-01	  +3.2231404050157536E+01	  +0.0000000000000000E+00	  +7.7693294090645251E-02	  +2.7256272607466903E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.7000000000000000E+01	  +8.7000000000000000E+01	  +9.2059087450736747E+00	  -1.6471612119036661E+02	  +0.0000000000000000E+00	  +9.6029543725368374E+00	  +8.6070890690884294E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8000000000000000E+01	  +8.8000000000000000E+01	  +1.8256437001133687E+01	  -3.6166238129766094E+02	  +0.0000000000000000E+00	  +1.9128218500566845E+01	  +1.6941626110617264E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.9000000000000000E+01	  +8.9000000000000000E+01	  +2.7306964121652616E+01	  -5.5860887694705639E+02	  +0.0000000000000000E+00	  +2.8653482060826306E+01	  +2.5276161160299967E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +9.0000000000000000E+01	  +9.0000000000000000E+01	  +3.6357492261763561E+01	  -7.5555516110534029E+02	  +0.0000000000000000E+00	  +3.8178746130881777E+01	  +3.3610697998443200E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +9.1000000000000000E+01	  +9.1000000000000000E+01	  +4.4883399640672019E+00	  +9.3100376673138203E+02	  +3.0188631027827182E+02	  +2.2441699820336010E+00	  +7.8729714737590069E+00	  +1.8251893003523084E-01	  +1.8530864297954083E-01	
  +9.2000000000000000E+01	  +9.2000000000000000E+01	  +1.3787598881723248E+01	  +7.8565100994633951E+02	  +2.9043687184882111E+02	  +1.1893799440861624E+01	  +1.6643805546945902E+01	  +1.7559665770787250E-01	  +1.7828056709135762E-01	
  +9.3000000000000000E+01	  +9.3000000000000000E+01	  +2.3086858950274110E+01	  +6.4029849188817968E+02	  +2.7898743078405960E+02	  +2.1543429475137053E+01	  +2.5414641638910812E+01	  +1.6867438378721861E-01	  +1.7125248958552614E-01	
  +9.4000000000000000E+01	  +9.4000000000000000E+01	  +3.2386117499644563E+01	  +4.9494565871068983E+02	  +2.6753799319790670E+02	  +3.1193058749822281E+01	  +3.4185475066090056E+01	  +1.6175211196971384E-01	  +1.6422441421498937E-01	
  +9.5000000000000000E+01	  +9.5000000000000000E+01	  +4.1685376887889923E+01	  +3.4959299953866849E+02	  +2.5608855369090389E+02	  +4.0842688443944965E+01	  +4.2956309964734977E+01	  +1.5482983899087296E-01	  +1.5719633766536603E-01	
  +9.6000000000000000E+01	  +9.6000000000000000E+01	  +3.7622949643345751E+00	  +7.8040228935241942E+02	  +2.4314744394395117E+02	  +1.8811474821672876E+00	  +6.5994200901021092E+00	  +1.8375713720068859E-01	  +1.8656577553837031E-01	
  +9.7000000000000000E+01	  +9.7000000000000000E+01	  +1.3061555023451145E+01	  +6.3504976933733110E+02	  +2.3397625863088763E+02	  +1.1530777511725573E+01	  +1.5370256165518384E+01	  +1.7682607212128751E-01	  +1.7952877250521390E-01	
  +9.8000000000000000E+01	  +9.8000000000000000E+01	  +2.2360813573956740E+01	  +4.8969693639530038E+02	  +2.2480507608485919E+02	  +2.1180406786978370E+01	  +2.4141089594688772E+01	  +1.6989500913305561E-01	  +1.7249177159518922E-01	
  +9.9000000000000000E+01	  +9.9000000000000000E+01	  +3.1660073227647693E+01	  +3.4434433228391367E+02	  +2.1563389151541142E+02	  +3.0830036613823847E+01	  +3.2911924958950287E+01	  +1.6296394461563737E-01	  +1.6545476913260534E-01	
  +1.0000000000000000E+02	  +1.0000000000000000E+02	  +4.0959331580907943E+01	  +1.9899145842783443E+02	  +2.0646270933116267E+02	  +4.0479665790453971E+01	  +4.1682758042133742E+01	  +1.5603288190081821E-01	  +1.5841776850017233E-01	
  +1.0100000000000000E+02	  +1.0100000000000000E+02	  +3.0362510966272160E+00	  +6.2980104678628220E+02	  +1.8306612679961441E+02	  +1.5181255483136080E+00	  +5.3258706921242620E+00	  +1.8446808423983718E-01	  +1.8728758905664611E-01	
  +1.0200000000000000E+02	  +1.0200000000000000E+02	  +1.2335509648268591E+01	  +4.8444821407984318E+02	  +1.7619873938464625E+02	  +1.1167754824134295E+01	  +1.4096704123286914E+01	  +1.7754810498251333E-01	  +1.8026184128696066E-01	
  +1.0300000000000000E+02	  +1.0300000000000000E+02	  +2.1634769558992936E+01	  +3.3909566328417179E+02	  +1.6933135010308521E+02	  +2.0817384779496468E+01	  +2.2867539938409237E+01	  +1.7062812384430190E-01	  +1.7323609160763920E-01	
  +1.0400000000000000E+02	  +1.0400000000000000E+02	  +3.0934027638568978E+01	  +1.9374273265854515E+02	  +1.6246396333646138E+02	  +3.0467013819284489E+01	  +3.1638372541524785E+01	  +1.6370814524028754E-01	  +1.6621034450124875E-01	
  +1.0500000000000000E+02	  +1.0500000000000000E+02	  +4.0233286791281685E+01	  +4.8390024630646444E+01	  +1.5559657509596931E+02	  +4.0116643395640843E+01	  +4.0409207027023228E+01	  +1.5678816515111779E-01	  +1.5918459588700304E-01	
