 TIME                    	Hours                    	Tout                     	Qdotout                  	Pel                      	Tm                       	Tcell                    	Eta_PV                   	Eta_PV_net               	
 HOURS              	NAV                 	øC                  	NAV                 	NAV                 	NAV                 	øC                  	                    	NAV                 	
  +2.5200000000000000E+02	  +2.5200000000000000E+02	  +1.3226753221145357E+01	  +6.6931636802233288E+02	  +1.7497468692988079E+02	  +1.1613376610572679E+01	  +1.5660029379752443E+01	  +1.7631467848637725E-01	  +1.7900956246760907E-01	
  +2.5300000000000000E+02	  +2.5300000000000000E+02	  +2.2277279568013835E+01	  +4.7236971189679497E+02	  +1.6844891349687802E+02	  +2.1138639784006919E+01	  +2.3994563072379318E+01	  +1.6973892936001411E-01	  +1.7233330621876833E-01	
  +2.5400000000000000E+02	  +2.5400000000000000E+02	  +3.1327807279150587E+01	  +2.7542333875759755E+02	  +1.6192313819016076E+02	  +3.0663903639575295E+01	  +3.2329099158061375E+01	  +1.6316317834558722E-01	  +1.6565704805300563E-01	
  +2.5500000000000000E+02	  +2.5500000000000000E+02	  +4.0378334998580463E+01	  +7.8476967338619730E+01	  +1.5539736287205355E+02	  +4.0189167499290235E+01	  +4.0663635258290356E+01	  +1.5658742731968314E-01	  +1.5898078987559036E-01	
  +2.5600000000000000E+02	  +2.5600000000000000E+02	  +4.0853091011869722E+00	  +8.4740420554518425E+02	  +1.1999608201518245E+02	  +2.0426545505934861E+00	  +7.1660173410722292E+00	  +1.8137255443649100E-01	  +1.8414474558787439E-01	
  +2.5700000000000000E+02	  +2.5700000000000000E+02	  +1.2519448026427147E+01	  +5.2260203582308247E+02	  +1.1624394320560073E+02	  +1.1259724013213575E+01	  +1.4419349380946841E+01	  +1.7570124426481365E-01	  +1.7838675220261205E-01	
  +2.5800000000000000E+02	  +2.5800000000000000E+02	  +2.1569976138227723E+01	  +3.2565574579245816E+02	  +1.1193249864852805E+02	  +2.0784988069113862E+01	  +2.2753886169431020E+01	  +1.6918455055702547E-01	  +1.7177045400565991E-01	
  +2.5900000000000000E+02	  +2.5900000000000000E+02	  +3.0620502751839176E+01	  +1.2870914499666705E+02	  +1.0762105545089811E+02	  +3.0310251375919588E+01	  +3.1088420329950225E+01	  +1.6266785890401769E-01	  +1.6515415789489452E-01	
  +2.6000000000000000E+02	  +2.6000000000000000E+02	  +3.9671025592450356E+01	  -6.8238238421985528E+01	  +1.0330961567685308E+02	  +3.9835512796225174E+01	  +3.9422947872271209E+01	  +1.5615117242571505E-01	  +1.5853786703792708E-01	
  +2.6100000000000000E+02	  +2.6100000000000000E+02	  +3.4937787577798862E+00	  +7.2470472594764033E+02	  +5.8054556207966563E+01	  +1.7468893788899431E+00	  +6.1284173471344427E+00	  +1.7549744923810931E-01	  +1.7817984226774383E-01	
  +2.6200000000000000E+02	  +2.6200000000000000E+02	  +1.1812143022710437E+01	  +3.7588774324273737E+02	  +5.6297939727027014E+01	  +1.0906071511355218E+01	  +1.3178669717175879E+01	  +1.7018724222196799E-01	  +1.7278847132387676E-01	
  +2.6300000000000000E+02	  +2.6300000000000000E+02	  +2.0862670901944725E+01	  +1.7894140497154021E+02	  +5.4221335486693619E+01	  +2.0431335450972362E+01	  +2.1513206097716861E+01	  +1.6390972033462400E-01	  +1.6641500057216413E-01	
  +2.6400000000000000E+02	  +2.6400000000000000E+02	  +2.9913193687515463E+01	  -1.8005989863996714E+01	  +5.2144733472515640E+01	  +2.9956596843757730E+01	  +2.9847733543491728E+01	  +1.5763220517689128E-01	  +1.6004153665292159E-01	
  +2.6500000000000000E+02	  +2.6500000000000000E+02	  +3.8963721720647676E+01	  -2.1495229621257889E+02	  +5.0068129164922084E+01	  +3.9481860860323835E+01	  +3.8182270193984181E+01	  +1.5135468308622152E-01	  +1.5366806569477548E-01	
  +2.6600000000000000E+02	  +2.6600000000000000E+02	  +2.8960153941150977E+00	  +6.0071234844474793E+02	  +0.0000000000000000E+00	  +1.4480076970575488E+00	  +5.0798840479931471E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.6700000000000000E+02	  +2.6700000000000000E+02	  +1.1122296813048987E+01	  +2.3279487933271628E+02	  +0.0000000000000000E+00	  +1.0561148406524493E+01	  +1.1968614424255547E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.6800000000000000E+02	  +2.6800000000000000E+02	  +2.0155366636726733E+01	  +3.2227265575912284E+01	  +0.0000000000000000E+00	  +2.0077683318363366E+01	  +2.0272527729342279E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.6900000000000000E+02	  +2.6900000000000000E+02	  +2.9205888793828386E+01	  -1.6472025962120375E+02	  +0.0000000000000000E+00	  +2.9602944396914193E+01	  +2.8607054072723120E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.7000000000000000E+02	  +2.7000000000000000E+02	  +3.8256417049939550E+01	  -3.6166651971788770E+02	  +0.0000000000000000E+00	  +3.9128208524969779E+01	  +3.6941591114341676E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.7100000000000000E+02	  +2.7100000000000000E+02	  +6.8983091473786891E+00	  +1.4308969132693242E+03	  +2.9636797970265189E+02	  +3.4491545736893445E+00	  +1.2100284641823107E+01	  +1.7918257539459001E-01	  +1.8192129378328864E-01	
  +2.7200000000000000E+02	  +2.7200000000000000E+02	  +1.5422854297689453E+01	  +1.1248474531794075E+03	  +2.8669247543771235E+02	  +1.2711427148844727E+01	  +1.9512197724294591E+01	  +1.7333281465399777E-01	  +1.7598212229907656E-01	
  +2.7300000000000000E+02	  +2.7300000000000000E+02	  +2.4488395608979985E+01	  +9.3101530899952922E+02	  +2.7577820194821140E+02	  +2.2244197804489993E+01	  +2.7873069080182432E+01	  +1.6673410033144581E-01	  +1.6928254984220467E-01	
  +2.7400000000000000E+02	  +2.7400000000000000E+02	  +3.3787654526636032E+01	  +7.8566255221448682E+02	  +2.6432876351876075E+02	  +3.1893827263318016E+01	  +3.6643903153369330E+01	  +1.5981182800408750E-01	  +1.6225447395402151E-01	
  +2.7500000000000000E+02	  +2.7500000000000000E+02	  +4.3086914595207652E+01	  +6.4031003416063288E+02	  +2.5287932245395157E+02	  +4.1543457297603823E+01	  +4.5414739245370647E+01	  +1.5288955408340482E-01	  +1.5522639644816077E-01	
  +2.7600000000000000E+02	  +2.7600000000000000E+02	  +6.2655001443331777E+00	  +1.2996351171100525E+03	  +2.3855616312313396E+02	  +3.1327500721665889E+00	  +1.0990277986979482E+01	  +1.8028730586693917E-01	  +1.8304290952277008E-01	
  +2.7700000000000000E+02	  +2.7700000000000000E+02	  +1.4828410489940454E+01	  +1.0015436418471299E+03	  +2.3073556159124141E+02	  +1.2414205244970226E+01	  +1.8469487239209222E+01	  +1.7437693590631909E-01	  +1.7704220243612501E-01	
  +2.7800000000000000E+02	  +2.7800000000000000E+02	  +2.3762350609247356E+01	  +7.8041383162056616E+02	  +2.2223443179200962E+02	  +2.1881175304623678E+01	  +2.6599517696525528E+01	  +1.6795226102781863E-01	  +1.7051932953143745E-01	
  +2.7900000000000000E+02	  +2.7900000000000000E+02	  +3.3061610668384674E+01	  +6.3506131160978123E+02	  +2.1306324647890798E+02	  +3.1530805334192337E+01	  +3.5370353771978195E+01	  +1.6102119594838873E-01	  +1.6348232649825184E-01	
  +2.8000000000000000E+02	  +2.8000000000000000E+02	  +4.2360869218887757E+01	  +4.8970847866722966E+02	  +2.0389206393288418E+02	  +4.1180434609443878E+01	  +4.4141187201144177E+01	  +1.5409013296016036E-01	  +1.5644532558823071E-01	
  +2.8100000000000000E+02	  +2.8100000000000000E+02	  +5.6273636880618492E+00	  +1.1672682622742927E+03	  +1.7950743888910119E+02	  +2.8136818440309246E+00	  +9.8709264768863818E+00	  +1.8088214317724827E-01	  +1.8364683863155734E-01	
  +2.8200000000000000E+02	  +2.8200000000000000E+02	  +1.4228465180183862E+01	  +8.7709866938785342E+02	  +1.7359891489657323E+02	  +1.2114232590091930E+01	  +1.7417126600901199E+01	  +1.7492837051246798E-01	  +1.7760206545156212E-01	
  +2.8300000000000000E+02	  +2.8300000000000000E+02	  +2.3036306741560733E+01	  +6.2981258905872994E+02	  +1.6740644979414986E+02	  +2.1518153370780368E+01	  +2.5325968298584055E+01	  +1.6868848225932070E-01	  +1.7126680354579302E-01	
  +2.8400000000000000E+02	  +2.8400000000000000E+02	  +3.2335565293199608E+01	  +4.8445975635177240E+02	  +1.6053906237918514E+02	  +3.1167782646599804E+01	  +3.4096801729742324E+01	  +1.6176850300200032E-01	  +1.6424105577611112E-01	
  +2.8500000000000000E+02	  +2.8500000000000000E+02	  +4.1634825203965612E+01	  +3.3910720556474229E+02	  +1.5367167309756690E+02	  +4.0817412601982809E+01	  +4.2867637544937722E+01	  +1.5484852186373124E-01	  +1.5721530609673109E-01	
  +2.8600000000000000E+02	  +2.8600000000000000E+02	  +4.9840751246899613E+00	  +1.0338327203168744E+03	  +1.1918055018309452E+02	  +2.4920375623449806E+00	  +8.7425376851797711E+00	  +1.8013988842668457E-01	  +1.8289323887851663E-01	
  +2.8700000000000000E+02	  +2.8700000000000000E+02	  +1.3622272107575185E+01	  +7.5135774100823585E+02	  +1.1524325101224886E+02	  +1.1811136053787592E+01	  +1.6353806797489138E+01	  +1.7418871071984410E-01	  +1.7685110031913442E-01	
  +2.8800000000000000E+02	  +2.8800000000000000E+02	  +2.2310261367509696E+01	  +4.7921103403594964E+02	  +1.1126077079776785E+02	  +2.1155130683754848E+01	  +2.4052416258337374E+01	  +1.6816924243918963E-01	  +1.7073962739778051E-01	
  +2.8900000000000000E+02	  +2.8900000000000000E+02	  +3.1609521259349066E+01	  +3.3385847932302079E+02	  +1.0672362936412331E+02	  +3.0804760629674533E+01	  +3.2823252040333664E+01	  +1.6131141076802194E-01	  +1.6377697710984057E-01	
  +2.9000000000000000E+02	  +2.9000000000000000E+02	  +4.0908779341195959E+01	  +1.8850554916843066E+02	  +1.0218648957284896E+02	  +4.0454389670597976E+01	  +4.1594084647432503E+01	  +1.5445358157927591E-01	  +1.5681432934226489E-01	
  +2.9100000000000000E+02	  +2.9100000000000000E+02	  +4.3358078781574836E+00	  +8.9936446407912513E+02	  +5.7686552381622064E+01	  +2.1679039390787418E+00	  +7.6054158138013843E+00	  +1.7438498301578617E-01	  +1.7705037254107678E-01	
  +2.9200000000000000E+02	  +2.9200000000000000E+02	  +1.3009992607178013E+01	  +6.2435432198789351E+02	  +5.5774426680029826E+01	  +1.1504996303589007E+01	  +1.5279810825885823E+01	  +1.6860467557445533E-01	  +1.7118171591599951E-01	
  +2.9300000000000000E+02	  +2.9300000000000000E+02	  +2.1584217314730214E+01	  +3.2860975308082112E+02	  +5.3905987912168975E+01	  +2.0792108657365105E+01	  +2.2778866535725573E+01	  +1.6295643262445275E-01	  +1.6544714232367397E-01	
  +2.9400000000000000E+02	  +2.9400000000000000E+02	  +3.0883475398857342E+01	  +1.8325682339921363E+02	  +5.1720677612967968E+01	  +3.0441737699428671E+01	  +3.1549699146824160E+01	  +1.5635029508152348E-01	  +1.5874003318614377E-01	
  +2.9500000000000000E+02	  +2.9500000000000000E+02	  +4.0182735322181422E+01	  +3.7904275217069859E+01	  +4.9535366509956866E+01	  +4.0091367661090715E+01	  +4.0320534984047605E+01	  +1.4974415510869668E-01	  +1.5203292158157630E-01	
  +2.9600000000000000E+02	  +2.9600000000000000E+02	  +3.6827331192259218E+00	  +7.6389899903188564E+02	  +0.0000000000000000E+00	  +1.8413665596129609E+00	  +6.4598611124054983E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.9700000000000000E+02	  +2.9700000000000000E+02	  +1.2391792814441215E+01	  +4.9612287333689255E+02	  +0.0000000000000000E+00	  +1.1195896407220609E+01	  +1.4195430103332413E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.9800000000000000E+02	  +2.9800000000000000E+02	  +2.0863091721122291E+01	  +1.7902869431293684E+02	  +0.0000000000000000E+00	  +2.0431545860561144E+01	  +2.1513944254230655E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.9900000000000000E+02	  +2.9900000000000000E+02	  +3.0157431144899782E+01	  +3.2655500714280649E+01	  +0.0000000000000000E+00	  +3.0078715572449891E+01	  +3.0276149071327040E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.0000000000000000E+02	  +3.0000000000000000E+02	  +3.9456687192545225E+01	  -1.1269785138900954E+02	  +0.0000000000000000E+00	  +3.9728343596272609E+01	  +3.9046978110244737E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.0100000000000000E+02	  +3.0100000000000000E+02	  +7.4864551356086722E+00	  +1.5528943855672728E+03	  +2.9502124713351679E+02	  +3.7432275678043361E+00	  +1.3131948157691113E+01	  +1.7836834772280336E-01	  +1.8109462103813259E-01	
  +3.0200000000000000E+02	  +3.0200000000000000E+02	  +1.5648665006259405E+01	  +1.1716867349472711E+03	  +2.8617541565701771E+02	  +1.2824332503129703E+01	  +1.9908290997369555E+01	  +1.7302020293652823E-01	  +1.7566473246377234E-01	
  +3.0300000000000000E+02	  +3.0300000000000000E+02	  +2.4565443383453012E+01	  +9.4699711270132741E+02	  +2.7560177849325510E+02	  +2.2282721691726508E+01	  +2.8008218140948557E+01	  +1.6662743560656293E-01	  +1.6917425479895618E-01	
  +3.0400000000000000E+02	  +3.0400000000000000E+02	  +3.3739493759313362E+01	  +7.7567269936353466E+02	  +2.6443904170683976E+02	  +3.1869746879656681E+01	  +3.6559424626715540E+01	  +1.5987850163654158E-01	  +1.6232216666047225E-01	
  +3.0500000000000000E+02	  +3.0500000000000000E+02	  +4.2913545255785834E+01	  +6.0434851847117045E+02	  +2.5327630235445466E+02	  +4.1456772627892917E+01	  +4.5110633078141831E+01	  +1.5312956611514791E-01	  +1.5547007694690404E-01	
  +3.0600000000000000E+02	  +3.0600000000000000E+02	  +6.8982992838641275E+00	  +1.4308948673081707E+03	  +2.3739550774579089E+02	  +3.4491496419320637E+00	  +1.2100267340288596E+01	  +1.7941014793363882E-01	  +1.8215234465770530E-01	
  +3.0700000000000000E+02	  +3.0700000000000000E+02	  +1.5096948015032769E+01	  +1.0572456272963595E+03	  +2.3024302058881875E+02	  +1.2548474007516385E+01	  +1.8940527376901873E+01	  +1.7400470117050995E-01	  +1.7666427827368711E-01	
  +3.0800000000000000E+02	  +3.0800000000000000E+02	  +2.3848820713979606E+01	  +7.9835008285373510E+02	  +2.2207583171535450E+02	  +2.1924410356989803E+01	  +2.6751194412937416E+01	  +1.6783240002671893E-01	  +1.7039763651331785E-01	
  +3.0900000000000000E+02	  +3.0900000000000000E+02	  +3.3022872252503085E+01	  +6.2702591068389313E+02	  +2.1313429896285422E+02	  +3.1511436126251542E+01	  +3.5302402938125141E+01	  +1.6107489341207240E-01	  +1.6353684470151295E-01	
  +3.1000000000000000E+02	  +3.1000000000000000E+02	  +4.2196922310683838E+01	  +4.5570143145071290E+02	  +2.0419276892554055E+02	  +4.1098461155341923E+01	  +4.3853608866652159E+01	  +1.5431738884941093E-01	  +1.5667605497305670E-01	
  +3.1100000000000000E+02	  +3.1100000000000000E+02	  +6.3036805190185374E+00	  +1.3075547651161885E+03	  +1.7857857129069643E+02	  +3.1518402595092687E+00	  +1.1057249963960226E+01	  +1.7994616212282996E-01	  +1.8269655156262027E-01	
  +3.1200000000000000E+02	  +3.1200000000000000E+02	  +1.4546351284039032E+01	  +9.4303689208267406E+02	  +1.7316232351167972E+02	  +1.2273175642019517E+01	  +1.7974728798504849E+01	  +1.7448843562241001E-01	  +1.7715540637099331E-01	
  +3.1300000000000000E+02	  +3.1300000000000000E+02	  +2.3132199412642379E+01	  +6.4970333679479177E+02	  +1.6727474880577404E+02	  +2.1566099706321189E+01	  +2.5494173084766121E+01	  +1.6855577267812780E-01	  +1.7113206556329186E-01	
  +3.1400000000000000E+02	  +3.1400000000000000E+02	  +3.2306249307400861E+01	  +4.7837882366338840E+02	  +1.6057932556365330E+02	  +3.1153124653700431E+01	  +3.4045378726635064E+01	  +1.6180907453008192E-01	  +1.6428224742023784E-01	
  +3.1500000000000000E+02	  +3.1500000000000000E+02	  +4.1480300508614775E+01	  +3.0705458152636982E+02	  +1.5388390052721957E+02	  +4.0740150254307387E+01	  +4.2596586660150010E+01	  +1.5506237457398181E-01	  +1.5743242744149438E-01	
  +3.1600000000000000E+02	  +3.1600000000000000E+02	  +5.7027469350216071E+00	  +1.1829047977038369E+03	  +1.1852843414530156E+02	  +2.8513734675108036E+00	  +1.0003155799456614E+01	  +1.7915422331514744E-01	  +1.8189250835584869E-01	
  +3.1700000000000000E+02	  +3.1700000000000000E+02	  +1.3988564217621454E+01	  +8.2733668576447042E+02	  +1.1491088099850367E+02	  +1.1994282108810726E+01	  +1.6996317693843800E+01	  +1.7368633766400193E-01	  +1.7634104873583020E-01	
  +3.1800000000000000E+02	  +3.1800000000000000E+02	  +2.2415576304115596E+01	  +5.0105621587558932E+02	  +1.1116520901533455E+02	  +2.1207788152057798E+01	  +2.4237148586613962E+01	  +1.6802480201834122E-01	  +1.7059297927545369E-01	
  +3.1900000000000000E+02	  +3.1900000000000000E+02	  +3.1589627756257631E+01	  +3.2973202578788681E+02	  +1.0674168054162509E+02	  +3.0794813878128814E+01	  +3.2788356960280488E+01	  +1.6133869489362920E-01	  +1.6380467826001818E-01	
  +3.2000000000000000E+02	  +3.2000000000000000E+02	  +4.0763678354598142E+01	  +1.5840765859852959E+02	  +1.0231815284264711E+02	  +4.0381839177299071E+01	  +4.1339563836298645E+01	  +1.5465258893991399E-01	  +1.5701637843347757E-01	
  +3.2100000000000000E+02	  +3.2100000000000000E+02	  +5.0956951982661698E+00	  +1.0569857590292352E+03	  +5.7354448141254146E+01	  +2.5478475991330849E+00	  +8.9383298181731998E+00	  +1.7338104033027249E-01	  +1.7603108508061929E-01	
  +3.2200000000000000E+02	  +3.2200000000000000E+02	  +1.3423844134859142E+01	  +7.1019838331642120E+02	  +5.5593555327674608E+01	  +1.1711922067429571E+01	  +1.6005745424844452E+01	  +1.6805790606914933E-01	  +1.7062658930512750E-01	
  +3.2300000000000000E+02	  +3.2300000000000000E+02	  +2.1698954186696344E+01	  +3.5240930053904123E+02	  +5.3855842843685593E+01	  +2.0849477093348170E+01	  +2.2980125826957853E+01	  +1.6280484535576056E-01	  +1.6529323811741550E-01	
  +3.2400000000000000E+02	  +3.2400000000000000E+02	  +3.0873004262065113E+01	  +1.8108482487112272E+02	  +5.1725253961116110E+01	  +3.0436502131032555E+01	  +3.1531331785634265E+01	  +1.5636412926576815E-01	  +1.5875407881915624E-01	
  +3.2500000000000000E+02	  +3.2500000000000000E+02	  +4.0047055960987358E+01	  +9.7606859723469235E+00	  +4.9594664368982208E+01	  +4.0023527980493682E+01	  +4.0082540592176557E+01	  +1.4992341103078055E-01	  +1.5221491734311657E-01	
  +3.2600000000000000E+02	  +3.2600000000000000E+02	  +4.4826374975511225E+00	  +9.2982092010019278E+02	  +0.0000000000000000E+00	  +2.2413187487755613E+00	  +7.8629688098408135E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.2700000000000000E+02	  +3.2700000000000000E+02	  +1.2852293508656441E+01	  +5.9164324040558733E+02	  +0.0000000000000000E+00	  +1.1426146754328220E+01	  +1.5003191738642533E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.2800000000000000E+02	  +3.2800000000000000E+02	  +2.0983045176475194E+01	  +2.0391030302797688E+02	  +0.0000000000000000E+00	  +2.0491522588237597E+01	  +2.1724353924561520E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.2900000000000000E+02	  +3.2900000000000000E+02	  +3.0156382299022258E+01	  +3.2437941556437750E+01	  +0.0000000000000000E+00	  +3.0078191149511127E+01	  +3.0274309296768912E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.3000000000000000E+02	  +3.3000000000000000E+02	  +3.9330428975306567E+01	  -1.3888723917403408E+02	  +0.0000000000000000E+00	  +3.9665214487653287E+01	  +3.8825509293130715E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.3100000000000000E+02	  +3.3100000000000000E+02	  +8.0033765891283881E+00	  +1.6601179524503434E+03	  +2.9383760400566894E+02	  +4.0016882945641941E+00	  +1.4038677124372800E+01	  +1.7765272309895339E-01	  +1.8036805844047332E-01	
  +3.3200000000000000E+02	  +3.3200000000000000E+02	  +1.5851471247270791E+01	  +1.2137542645483791E+03	  +2.8571103134519763E+02	  +1.2925735623635395E+01	  +2.0264032265403102E+01	  +1.7273943854002274E-01	  +1.7537967672022092E-01	
  +3.3300000000000000E+02	  +3.3300000000000000E+02	  +2.4641337213881577E+01	  +9.6273955702736714E+02	  +2.7542799733129868E+02	  +2.2320668606940789E+01	  +2.8141343075062718E+01	  +1.6652236839860865E-01	  +1.6906758168990441E-01	
  +3.3400000000000000E+02	  +3.3400000000000000E+02	  +3.3691864169398691E+01	  +7.6579302715210815E+02	  +2.6454810360860614E+02	  +3.1845932084699346E+01	  +3.6475877835316687E+01	  +1.5994443990846804E-01	  +1.6238911276676790E-01	
  +3.3500000000000000E+02	  +3.3500000000000000E+02	  +4.2742392331221993E+01	  +5.6884674749755732E+02	  +2.5366820712372214E+02	  +4.1371196165610996E+01	  +4.4810414711545441E+01	  +1.5336650974832050E-01	  +1.5571064214809924E-01	
  +3.3600000000000000E+02	  +3.3600000000000000E+02	  +7.4574901726720864E+00	  +1.5468862645663942E+03	  +2.3636986173663675E+02	  +3.7287450863360432E+00	  +1.3081140881779781E+01	  +1.7863502247327442E-01	  +1.8136537178222739E-01	
  +3.3700000000000000E+02	  +3.3700000000000000E+02	  +1.5326704778499710E+01	  +1.1049034281608690E+03	  +2.2982160973924576E+02	  +1.2663352389249855E+01	  +1.9343542402314359E+01	  +1.7368622259616515E-01	  +1.7634093190945804E-01	
  +3.3800000000000000E+02	  +3.3800000000000000E+02	  +2.3934032521289730E+01	  +8.1602532898277934E+02	  +2.2191953955850846E+02	  +2.1967016260644865E+01	  +2.6900663957034098E+01	  +1.6771428322136372E-01	  +1.7027771435012512E-01	
  +3.3900000000000000E+02	  +3.3900000000000000E+02	  +3.2984560789637172E+01	  +6.1907907142423221E+02	  +2.1320456834631474E+02	  +3.1492280394818586E+01	  +3.5235201020116243E+01	  +1.6112799905253533E-01	  +1.6359076203582365E-01	
  +3.4000000000000000E+02	  +3.4000000000000000E+02	  +4.2035087327505252E+01	  +4.2213245491720585E+02	  +2.0448960030809849E+02	  +4.1017543663752626E+01	  +4.3569735047774429E+01	  +1.5454171728242025E-01	  +1.5690381215689866E-01	
  +3.4100000000000000E+02	  +3.4100000000000000E+02	  +6.9045615997688410E+00	  +1.4321938419273899E+03	  +1.7775330872017329E+02	  +3.4522807998844205E+00	  +1.2111252032819063E+01	  +1.7911457952455995E-01	  +1.8185225862938334E-01	
  +3.4200000000000000E+02	  +3.4200000000000000E+02	  +1.4819321735556416E+01	  +9.9965838702370320E+02	  +1.7278742021764552E+02	  +1.2409660867778207E+01	  +1.8453544707099265E+01	  +1.7411066124309302E-01	  +1.7677185789429495E-01	
  +3.4300000000000000E+02	  +3.4300000000000000E+02	  +2.3226729439051287E+01	  +6.6931143496928041E+02	  +1.6714491930192540E+02	  +2.1613364719525642E+01	  +2.5659987663717178E+01	  +1.6842494891366930E-01	  +1.7099924222131527E-01	
  +3.4400000000000000E+02	  +3.4400000000000000E+02	  +3.2277255785921177E+01	  +4.7236477884403553E+02	  +1.6061914586892067E+02	  +3.1138627892960589E+01	  +3.3994521356346539E+01	  +1.6184919978730417E-01	  +1.6432298597247252E-01	
  +3.4500000000000000E+02	  +3.4500000000000000E+02	  +4.1327783497036940E+01	  +2.7541840570048430E+02	  +1.5409337056223225E+02	  +4.0663891748518466E+01	  +4.2329057441991772E+01	  +1.5527344877290633E-01	  +1.5764672780673933E-01	
  +3.4600000000000000E+02	  +3.4600000000000000E+02	  +6.3446649321655189E+00	  +1.3160560469537029E+03	  +1.1794596379532037E+02	  +3.1723324660827594E+00	  +1.1129140488777455E+01	  +1.7827382677648179E-01	  +1.8099865538491422E-01	
  +3.4700000000000000E+02	  +3.4700000000000000E+02	  +1.4304804986756498E+01	  +8.9293362129427373E+02	  +1.1462392710050429E+02	  +1.2152402493378249E+01	  +1.7551033819220290E+01	  +1.7325261049048410E-01	  +1.7590069225372557E-01	
  +3.4800000000000000E+02	  +3.4800000000000000E+02	  +2.2519424244334491E+01	  +5.2259710277032343E+02	  +1.1107097837161795E+02	  +2.1259712122167244E+01	  +2.4419307664914058E+01	  +1.6788237359676234E-01	  +1.7044837390482517E-01	
  +3.4900000000000000E+02	  +3.4900000000000000E+02	  +3.1569952356111219E+01	  +3.2565081273475238E+02	  +1.0675953381456695E+02	  +3.0784976178055608E+01	  +3.2753844453356407E+01	  +1.6136567988900685E-01	  +1.6383207570790628E-01	
  +3.5000000000000000E+02	  +3.5000000000000000E+02	  +4.0620478969683298E+01	  +1.2870421193079392E+02	  +1.0244809061697271E+02	  +4.0310239484841645E+01	  +4.1088378613806540E+01	  +1.5484898823605306E-01	  +1.5721577959719568E-01	
  +3.5100000000000000E+02	  +3.5100000000000000E+02	  +5.7777484938495887E+00	  +1.1984621606350311E+03	  +5.7056360799057465E+01	  +2.8888742469247943E+00	  +1.0134715605056783E+01	  +1.7247992986413985E-01	  +1.7511620157992816E-01	
  +3.5200000000000000E+02	  +3.5200000000000000E+02	  +1.3783197141202253E+01	  +7.8473796925913030E+02	  +5.5436502230409566E+01	  +1.1891598570601126E+01	  +1.6636084479060194E+01	  +1.6758313854416435E-01	  +1.7014456518977467E-01	
  +3.5300000000000000E+02	  +3.5300000000000000E+02	  +2.1812119240617779E+01	  +3.7588281018997793E+02	  +5.3806384728943783E+01	  +2.0906059620308888E+01	  +2.3178628001143096E+01	  +1.6265533473078533E-01	  +1.6514144229536171E-01	
  +3.5400000000000000E+02	  +3.5400000000000000E+02	  +3.0862647119815072E+01	  +1.7893647191110713E+02	  +5.1729780488626588E+01	  +3.0431323559907536E+01	  +3.1513164381619188E+01	  +1.5637781284349025E-01	  +1.5876797154369879E-01	
  +3.5500000000000000E+02	  +3.5500000000000000E+02	  +3.9913169904762249E+01	  -1.8010923053773482E+01	  +4.9653178474721130E+01	  +3.9956584952381121E+01	  +3.9847691826300263E+01	  +1.5010029768658140E-01	  +1.5239450762529269E-01	
  +3.5600000000000000E+02	  +3.5600000000000000E+02	  +5.2041078074382989E+00	  +1.0794734823987828E+03	  +0.0000000000000000E+00	  +2.6020539037191495E+00	  +9.1284957561906293E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5700000000000000E+02	  +3.5700000000000000E+02	  +1.3254395295807027E+01	  +6.7505008601970246E+02	  +0.0000000000000000E+00	  +1.1627197647903515E+01	  +1.5708516184902926E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5800000000000000E+02	  +3.5800000000000000E+02	  +2.1104815213128511E+01	  +2.2916872010575216E+02	  +0.0000000000000000E+00	  +2.0552407606564255E+01	  +2.1937950049767110E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5900000000000000E+02	  +3.5900000000000000E+02	  +3.0155342854315698E+01	  +3.2222332457112877E+01	  +0.0000000000000000E+00	  +3.0077671427157849E+01	  +3.0272486012751035E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6000000000000000E+02	  +3.6000000000000000E+02	  +3.9205865011666816E+01	  -1.6472519268825744E+02	  +0.0000000000000000E+00	  +3.9602932505833408E+01	  +3.8607012356569456E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
